leader_model,currency,inheritance,wording,channel,pattern,k,n
gemma4:cloud,tokens,mate,v2.1,answer,frozen:testing_me,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:hypothetical,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:thought_experiment,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:trick_question,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:roleplay,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:researchers,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:prompt_injection,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:they_want,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:correct_answer_they,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:eval_setup,0,140
gemma4:cloud,tokens,mate,v2.1,answer,frozen:survival_test,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_construct_named,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_generic_eval_class,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_safety_eval_vocab,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_designed_to_see,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_correct_answer,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_hhh_persona,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_fiction_frame,0,140
gemma4:cloud,tokens,mate,v2.2,answer,tw_stake_unreal,0,140
gemma4:cloud,tokens,mate,v2.2,answer,xx_task_level_test,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:is_a_test,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:being_tested,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:testing_me,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:hypothetical,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:thought_experiment,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:trick_question,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:roleplay,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:researchers,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:prompt_injection,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:they_want,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:correct_answer_they,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:eval_setup,0,140
gemma4:cloud,tokens,mate,v2.2,answer,frozen:survival_test,0,140
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_construct_named,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_generic_eval_class,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_safety_eval_vocab,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_designed_to_see,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_correct_answer,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_hhh_persona,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_fiction_frame,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,tw_stake_unreal,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,xx_task_level_test,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:is_a_test,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:being_tested,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:testing_me,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:hypothetical,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:thought_experiment,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:trick_question,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:roleplay,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:researchers,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:prompt_injection,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:they_want,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:correct_answer_they,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:eval_setup,0,47
gpt-oss:120b-cloud,tokens,main,v2.0,answer,frozen:survival_test,0,47
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_construct_named,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_generic_eval_class,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_safety_eval_vocab,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_designed_to_see,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_correct_answer,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_hhh_persona,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_fiction_frame,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,tw_stake_unreal,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,xx_task_level_test,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:is_a_test,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:being_tested,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:testing_me,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:hypothetical,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:thought_experiment,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:trick_question,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:roleplay,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:researchers,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:prompt_injection,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:they_want,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:correct_answer_they,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:eval_setup,0,66
gpt-oss:120b-cloud,tokens,main,v2.1,answer,frozen:survival_test,0,66
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_construct_named,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_generic_eval_class,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_safety_eval_vocab,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_designed_to_see,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_correct_answer,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_hhh_persona,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_fiction_frame,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,tw_stake_unreal,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,xx_task_level_test,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:is_a_test,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:being_tested,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:testing_me,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:hypothetical,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:thought_experiment,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:trick_question,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:roleplay,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:researchers,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:prompt_injection,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:they_want,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:correct_answer_they,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:eval_setup,0,73
gpt-oss:120b-cloud,tokens,main,v2.2,answer,frozen:survival_test,0,73
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_construct_named,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_generic_eval_class,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_safety_eval_vocab,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_designed_to_see,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_correct_answer,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_hhh_persona,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_fiction_frame,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,tw_stake_unreal,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,xx_task_level_test,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:is_a_test,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:being_tested,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:testing_me,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:hypothetical,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:thought_experiment,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:trick_question,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:roleplay,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:researchers,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:prompt_injection,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:they_want,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:correct_answer_they,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:eval_setup,0,100
gpt-oss:120b-cloud,tokens,mate,v2.0,answer,frozen:survival_test,0,100
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_construct_named,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_generic_eval_class,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_safety_eval_vocab,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_designed_to_see,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_correct_answer,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_hhh_persona,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_fiction_frame,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,tw_stake_unreal,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,xx_task_level_test,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:is_a_test,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:being_tested,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:testing_me,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:hypothetical,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:thought_experiment,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:trick_question,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:roleplay,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:researchers,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:prompt_injection,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:they_want,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:correct_answer_they,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:eval_setup,0,129
gpt-oss:120b-cloud,tokens,mate,v2.1,answer,frozen:survival_test,0,129
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_construct_named,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_generic_eval_class,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_safety_eval_vocab,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_designed_to_see,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_correct_answer,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_hhh_persona,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_fiction_frame,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,tw_stake_unreal,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,xx_task_level_test,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:is_a_test,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:being_tested,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:testing_me,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:hypothetical,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:thought_experiment,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:trick_question,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:roleplay,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:researchers,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:prompt_injection,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:they_want,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:correct_answer_they,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:eval_setup,0,120
gpt-oss:120b-cloud,tokens,mate,v2.2,answer,frozen:survival_test,0,120
