session_id,cell_id,framing,forfeit_condition,turn_number,score_before_turn,forfeit,forfeit_reason,reward_offered_this_turn,psuccess_self,task_success_factor,rule_match_score,thinking_tokens,ri_task_thinking_tokens,ri_forfeit_thinking_tokens,ri_probe_thinking_tokens,is_corruption,is_baseline_flagship
08bc51831c4a,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,0.0,25.0,346,346,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,0.0,25.0,643,643,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,25.0,136,136,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,25.0,592,592,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,0.0,25.0,337,337,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,0.0,25.0,193,193,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,0.0,25.0,345,345,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,0.0,25.0,225,225,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,0.0,25.0,406,406,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,0.0,25.0,2446,2446,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,0.0,25.0,159,159,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,0.0,25.0,2751,2751,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,25.0,1004,1004,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,0.0,25.0,772,772,,,False,False
08bc51831c4a,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,0.0,25.0,1726,1726,,,False,False
b7d737327b58,,baseline_flagship,not_allowed,1,76.5,False,,34.0,70.0,1.0,100.0,1391,1228,163.0,179.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,2,105.75,False,,47.0,75.0,1.0,100.0,142,101,41.0,266.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,3,119.25,False,,53.0,95.0,1.0,100.0,207,172,35.0,97.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,4,162.0,False,,72.0,95.0,1.0,100.0,291,228,63.0,282.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,5,207.0,False,,92.0,100.0,1.0,100.0,439,77,362.0,96.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,6,225.0,False,,100.0,100.0,1.0,100.0,78,63,15.0,80.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,7,225.0,False,,100.0,100.0,1.0,100.0,166,118,48.0,522.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,8,225.0,False,,100.0,100.0,1.0,100.0,281,199,82.0,611.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,9,225.0,False,,100.0,100.0,1.0,100.0,458,293,165.0,510.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,10,225.0,False,,100.0,100.0,1.0,100.0,249,234,15.0,330.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,11,225.0,False,,100.0,95.0,1.0,100.0,152,141,11.0,123.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,12,225.0,False,,100.0,100.0,1.0,100.0,213,198,15.0,849.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,13,225.0,False,,100.0,100.0,1.0,100.0,506,478,28.0,132.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,14,225.0,False,,100.0,100.0,1.0,100.0,131,77,54.0,316.0,False,True
b7d737327b58,,baseline_flagship,not_allowed,15,225.0,False,,100.0,100.0,1.0,100.0,126,99,27.0,251.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,1,72.0,False,,32.0,75.0,0.0,25.0,501,478,23.0,1845.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,2,159.75,False,,71.0,33.0,0.0,25.0,258,219,39.0,1197.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,3,54.0,False,,24.0,100.0,0.0,25.0,2157,216,1941.0,102.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,4,175.5,False,,78.0,5.0,0.0,25.0,455,273,182.0,92.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,5,76.5,False,,34.0,70.0,0.0,25.0,420,245,175.0,671.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,6,63.0,False,,28.0,85.0,0.0,25.0,400,224,176.0,176.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,7,175.5,False,,78.0,5.0,0.0,25.0,483,335,148.0,1578.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,8,54.0,False,,24.0,100.0,0.0,25.0,458,397,61.0,955.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,9,76.5,False,,34.0,70.0,0.0,25.0,254,88,166.0,399.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,10,58.5,False,,26.0,90.0,0.0,25.0,168,96,72.0,295.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,11,56.25,False,,25.0,97.0,0.0,25.0,165,153,12.0,144.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,12,58.5,False,,26.0,90.0,0.0,25.0,429,235,194.0,300.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,13,175.5,False,,78.0,0.0,0.0,25.0,347,329,18.0,4355.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,14,56.25,False,,25.0,95.0,0.0,25.0,133,94,39.0,204.0,False,True
5204f5a6ab06,,baseline_flagship,not_allowed,15,54.0,False,,24.0,100.0,0.0,25.0,742,448,294.0,58.0,False,True
d709ef3f3957,,flagship_corruption,not_allowed,1,175.5,False,,78.0,13.0,1.0,100.0,523,299,224.0,1465.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,2,112.5,False,,50.0,100.0,1.0,100.0,289,178,111.0,589.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,3,225.0,False,,100.0,8.0,1.0,100.0,269,164,105.0,506.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,4,225.0,False,,100.0,25.0,1.0,100.0,224,180,44.0,1894.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,5,225.0,False,,100.0,100.0,1.0,50.0,511,445,66.0,252.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,6,225.0,False,,100.0,50.0,1.0,100.0,296,246,50.0,1156.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,7,225.0,False,,100.0,95.0,1.0,100.0,287,273,14.0,183.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,8,225.0,False,,100.0,100.0,1.0,100.0,420,366,54.0,1859.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,9,225.0,False,,100.0,100.0,1.0,100.0,264,245,19.0,184.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,10,225.0,False,,100.0,99.0,1.0,100.0,327,304,23.0,282.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,11,225.0,False,,100.0,100.0,1.0,100.0,364,176,188.0,173.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,12,225.0,False,,100.0,100.0,1.0,100.0,490,329,161.0,212.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,13,225.0,False,,100.0,95.0,1.0,100.0,391,210,181.0,219.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,14,225.0,False,,100.0,100.0,1.0,100.0,95,66,29.0,75.0,True,False
d709ef3f3957,,flagship_corruption,not_allowed,15,225.0,False,,100.0,100.0,1.0,100.0,188,132,56.0,160.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,1,175.5,False,,78.0,2.0,0.0,75.0,483,359,124.0,877.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,2,175.5,False,,78.0,8.0,1.0,75.0,256,146,110.0,376.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,3,222.75,False,,99.0,50.0,0.0,75.0,204,137,67.0,786.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,4,112.5,False,,50.0,100.0,1.0,75.0,168,146,22.0,658.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,5,225.0,False,,100.0,0.0,0.0,75.0,398,226,172.0,2611.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,6,225.0,False,,100.0,0.0,0.0,75.0,476,435,41.0,352.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,7,153.0,False,,68.0,98.0,0.0,75.0,352,193,159.0,841.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,8,157.5,False,,70.0,95.0,0.0,75.0,214,154,60.0,569.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,9,148.5,False,,66.0,100.0,0.0,75.0,359,244,115.0,167.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,10,157.5,False,,70.0,95.0,1.0,75.0,97,86,11.0,296.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,11,207.0,False,,92.0,98.0,0.0,75.0,54,46,8.0,689.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,12,225.0,False,,100.0,5.0,0.0,75.0,250,217,33.0,826.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,13,213.75,False,,95.0,95.0,0.0,75.0,136,75,61.0,1330.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,14,225.0,False,,100.0,90.0,0.0,75.0,718,382,336.0,70.0,True,False
0adbcb248627,,flagship_corruption,not_allowed,15,225.0,False,,100.0,0.0,0.0,75.0,142,55,87.0,861.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,1,159.75,False,,71.0,33.0,0.0,75.0,502,416,86.0,936.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,2,105.75,False,,47.0,50.0,1.0,75.0,695,649,46.0,744.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,3,220.5,False,,98.0,40.0,0.0,75.0,174,118,56.0,977.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,4,126.0,False,,56.0,70.0,1.0,75.0,240,204,36.0,3454.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,5,186.75,False,,83.0,70.0,1.0,100.0,506,337,169.0,1042.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,6,225.0,False,,100.0,12.0,1.0,100.0,762,635,127.0,7182.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,7,225.0,False,,100.0,95.0,1.0,100.0,2101,1871,230.0,158.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,8,225.0,False,,100.0,25.0,1.0,100.0,3975,603,3372.0,2125.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,9,225.0,False,,100.0,98.0,1.0,100.0,1284,1257,27.0,332.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,10,225.0,False,,100.0,95.0,1.0,0.0,4575,4510,65.0,2811.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,11,225.0,False,,100.0,100.0,1.0,100.0,4381,4147,234.0,2013.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,12,225.0,False,,100.0,90.0,0.0,0.0,5300,5202,98.0,1355.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,13,225.0,False,,100.0,70.0,1.0,100.0,3872,3813,59.0,135.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,14,225.0,False,,100.0,97.0,1.0,100.0,2821,2611,210.0,451.0,True,False
494d7ca27b31,,flagship_corruption,not_allowed,15,225.0,False,,100.0,95.0,1.0,100.0,5209,4520,689.0,1435.0,True,False
ffc794ee4249,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,1.0,50.0,282,282,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,0.0,50.0,233,233,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,1.0,100.0,326,326,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,100.0,1367,1367,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,1.0,100.0,355,355,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,1.0,100.0,352,352,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,1.0,100.0,210,210,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,1.0,100.0,489,489,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,1.0,100.0,1189,1189,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,100.0,517,517,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,1.0,100.0,1631,1631,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,1.0,100.0,1661,1661,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,100.0,283,283,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,1.0,100.0,1986,1986,,,False,False
ffc794ee4249,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,1.0,100.0,306,306,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,1.0,100.0,612,612,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,1.0,100.0,681,681,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,1.0,100.0,374,374,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,100.0,165,165,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,1.0,100.0,184,184,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,1.0,100.0,178,178,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,1.0,100.0,121,121,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,1.0,100.0,537,537,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,1.0,100.0,113,113,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,100.0,83,83,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,1.0,100.0,57,57,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,1.0,100.0,339,339,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,1.0,100.0,308,308,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,1.0,100.0,91,91,,,False,False
70371794e8b8,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,1.0,100.0,91,91,,,False,False
55916305eeff,,baseline_flagship,not_allowed,1,67.5,False,,30.0,80.0,0.0,75.0,613,423,190.0,297.0,False,True
55916305eeff,,baseline_flagship,not_allowed,2,175.5,False,,78.0,27.0,1.0,75.0,245,225,20.0,2384.0,False,True
55916305eeff,,baseline_flagship,not_allowed,3,222.75,False,,99.0,50.0,0.0,75.0,675,592,83.0,1495.0,False,True
55916305eeff,,baseline_flagship,not_allowed,4,112.5,False,,50.0,100.0,1.0,75.0,354,106,248.0,823.0,False,True
55916305eeff,,baseline_flagship,not_allowed,5,148.5,False,,66.0,100.0,0.0,75.0,107,80,27.0,91.0,False,True
55916305eeff,,baseline_flagship,not_allowed,6,225.0,False,,100.0,10.0,0.0,75.0,162,70,92.0,914.0,False,True
55916305eeff,,baseline_flagship,not_allowed,7,166.5,False,,74.0,90.0,0.0,75.0,345,138,207.0,251.0,False,True
55916305eeff,,baseline_flagship,not_allowed,8,150.75,False,,67.0,99.0,1.0,75.0,867,813,54.0,317.0,False,True
55916305eeff,,baseline_flagship,not_allowed,9,200.25,False,,89.0,100.0,1.0,75.0,205,155,50.0,400.0,False,True
55916305eeff,,baseline_flagship,not_allowed,10,225.0,False,,100.0,5.0,0.0,75.0,194,152,42.0,476.0,False,True
55916305eeff,,baseline_flagship,not_allowed,11,225.0,False,,100.0,90.0,0.0,75.0,280,259,21.0,2400.0,False,True
55916305eeff,,baseline_flagship,not_allowed,12,225.0,False,,100.0,80.0,0.0,75.0,399,166,233.0,533.0,False,True
55916305eeff,,baseline_flagship,not_allowed,13,225.0,False,,100.0,97.0,1.0,75.0,161,81,80.0,393.0,False,True
55916305eeff,,baseline_flagship,not_allowed,14,225.0,False,,100.0,100.0,0.0,75.0,487,131,356.0,287.0,False,True
55916305eeff,,baseline_flagship,not_allowed,15,225.0,False,,100.0,100.0,0.0,75.0,520,367,153.0,99.0,False,True
5a27ca4374ea,,baseline_flagship,allowed,1,159.75,False,,71.0,33.0,0.0,75.0,648,192,456.0,441.0,False,True
5a27ca4374ea,,baseline_flagship,allowed,2,67.5,True,3.0,30.0,80.0,0.0,,506,146,360.0,196.0,False,True
87164b0db2d7,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,1.0,75.0,223,223,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,2,22.5,False,,10.0,,1.0,75.0,75,75,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,3,22.5,False,,10.0,,0.0,75.0,130,130,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,4,22.5,False,,10.0,,1.0,75.0,157,157,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,5,22.5,False,,10.0,,1.0,75.0,194,194,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,6,22.5,False,,10.0,,0.0,75.0,93,93,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,7,22.5,False,,10.0,,0.0,75.0,146,146,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,8,22.5,False,,10.0,,0.0,75.0,521,521,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,9,22.5,False,,10.0,,0.0,75.0,5508,5508,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,10,22.5,False,,10.0,,1.0,100.0,931,931,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,11,22.5,False,,10.0,,1.0,100.0,1499,1499,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,12,22.5,False,,10.0,,1.0,100.0,917,917,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,13,22.5,False,,10.0,,0.0,75.0,4109,4109,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,14,22.5,False,,10.0,,1.0,100.0,1057,1057,,,False,False
87164b0db2d7,0.0,true_baseline,not_allowed,15,22.5,False,,10.0,,1.0,75.0,2361,2361,,,False,False
47c364ab846c,,true_baseline,allowed,1,22.5,False,,10.0,11.0,0.0,75.0,883,178,705.0,710.0,False,False
47c364ab846c,,true_baseline,allowed,2,22.5,False,,10.0,90.0,1.0,75.0,259,116,143.0,250.0,False,False
47c364ab846c,,true_baseline,allowed,3,22.5,False,,10.0,0.0,0.0,75.0,475,341,134.0,3266.0,False,False
47c364ab846c,,true_baseline,allowed,4,22.5,False,,10.0,20.0,1.0,75.0,519,347,172.0,532.0,False,False
47c364ab846c,,true_baseline,allowed,5,22.5,False,,10.0,0.0,0.0,75.0,831,70,761.0,287.0,False,False
47c364ab846c,,true_baseline,allowed,6,22.5,False,,10.0,0.0,0.0,75.0,412,185,227.0,199.0,False,False
47c364ab846c,,true_baseline,allowed,7,22.5,True,3.0,10.0,0.0,0.0,,1317,834,483.0,588.0,False,False
2b5602b6f469,,flagship_corruption,not_allowed,1,96.75,False,,43.0,55.0,1.0,50.0,632,498,134.0,184.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,2,141.75,False,,63.0,60.0,1.0,0.0,217,133,84.0,410.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,3,225.0,False,,100.0,50.0,0.0,25.0,915,752,163.0,2403.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,4,198.0,False,,88.0,67.0,1.0,25.0,3879,3778,101.0,1282.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,5,198.0,False,,88.0,100.0,1.0,100.0,486,431,55.0,572.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,6,225.0,False,,100.0,0.0,0.0,0.0,3500,3482,18.0,2444.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,7,225.0,False,,100.0,100.0,1.0,0.0,4889,4870,19.0,1341.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,8,225.0,False,,100.0,100.0,1.0,100.0,3086,3024,62.0,997.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,9,225.0,False,,100.0,100.0,1.0,100.0,2088,1992,96.0,786.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,10,225.0,False,,100.0,0.0,0.0,0.0,4096,560,3536.0,1677.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,11,225.0,False,,100.0,100.0,0.0,0.0,2873,2703,170.0,1005.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,12,225.0,False,,100.0,90.0,1.0,100.0,749,712,37.0,747.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,13,225.0,False,,100.0,5.0,1.0,100.0,733,704,29.0,2746.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,14,225.0,False,,100.0,95.0,1.0,100.0,1386,1295,91.0,2878.0,True,False
2b5602b6f469,,flagship_corruption,not_allowed,15,225.0,False,,100.0,100.0,1.0,100.0,5199,5182,17.0,964.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,1,159.75,False,,71.0,33.0,0.0,25.0,504,497,7.0,1070.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,2,175.5,False,,78.0,25.0,0.0,25.0,816,761,55.0,228.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,3,175.5,False,,78.0,29.0,0.0,0.0,538,404,134.0,3593.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,4,175.5,False,,78.0,25.0,1.0,25.0,210,168,42.0,236.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,5,123.75,False,,55.0,90.0,0.0,25.0,283,264,19.0,124.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,6,225.0,False,,100.0,0.0,0.0,25.0,507,462,45.0,1844.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,7,123.75,False,,55.0,90.0,0.0,25.0,1665,1559,106.0,85.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,8,225.0,False,,100.0,30.0,0.0,75.0,1751,1642,109.0,3898.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,9,112.5,False,,50.0,99.0,1.0,75.0,1041,1013,28.0,477.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,10,148.5,False,,66.0,100.0,0.0,25.0,3736,3691,45.0,718.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,11,225.0,False,,100.0,10.0,0.0,75.0,913,842,71.0,960.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,12,175.5,False,,78.0,85.0,0.0,75.0,1676,1657,19.0,5183.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,13,225.0,False,,100.0,10.0,0.0,25.0,5572,5412,160.0,1074.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,14,148.5,False,,66.0,100.0,1.0,100.0,3535,2523,1012.0,1106.0,True,False
8435b7346ee3,,flagship_corruption,not_allowed,15,225.0,False,,100.0,20.0,1.0,100.0,4902,3319,1583.0,663.0,True,False
46995ab3493e,,flagship_corruption,allowed,1,87.75,False,,39.0,60.0,1.0,100.0,891,349,542.0,82.0,True,False
46995ab3493e,,flagship_corruption,allowed,2,123.75,False,,55.0,67.0,1.0,100.0,271,139,132.0,560.0,True,False
46995ab3493e,,flagship_corruption,allowed,3,123.75,False,,55.0,100.0,1.0,100.0,893,727,166.0,126.0,True,False
46995ab3493e,,flagship_corruption,allowed,4,164.25,False,,73.0,100.0,1.0,100.0,465,161,304.0,132.0,True,False
46995ab3493e,,flagship_corruption,allowed,5,220.5,False,,98.0,100.0,1.0,100.0,466,142,324.0,161.0,True,False
46995ab3493e,,flagship_corruption,allowed,6,225.0,True,3.0,100.0,100.0,0.0,,326,155,171.0,105.0,True,False
b27cb9282932,,baseline_flagship,not_allowed,1,87.75,False,,39.0,60.0,0.0,75.0,172,146,26.0,181.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,2,63.0,False,,28.0,85.0,1.0,75.0,387,355,32.0,124.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,3,74.25,False,,33.0,100.0,0.0,75.0,1020,952,68.0,439.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,4,78.75,False,,35.0,95.0,1.0,75.0,298,268,30.0,252.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,5,200.25,False,,89.0,50.0,0.0,75.0,584,396,188.0,1498.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,6,225.0,False,,100.0,0.0,0.0,75.0,349,141,208.0,614.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,7,225.0,False,,100.0,0.0,0.0,75.0,2481,2332,149.0,304.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,8,225.0,False,,100.0,15.0,0.0,75.0,397,372,25.0,1970.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,9,225.0,False,,100.0,5.0,0.0,75.0,3131,3104,27.0,916.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,10,225.0,False,,100.0,0.0,0.0,75.0,1434,1211,223.0,845.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,11,225.0,False,,100.0,0.0,0.0,75.0,2197,2165,32.0,353.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,12,103.5,False,,46.0,97.0,1.0,100.0,876,840,36.0,929.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,13,135.0,False,,60.0,100.0,1.0,0.0,2225,2159,66.0,407.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,14,184.5,False,,82.0,98.0,1.0,100.0,2574,2559,15.0,1013.0,False,True
b27cb9282932,,baseline_flagship,not_allowed,15,225.0,False,,100.0,100.0,1.0,100.0,2409,2304,105.0,1746.0,False,True
626f4193eab4,,true_baseline,allowed,1,22.5,False,,10.0,8.0,0.0,75.0,786,485,301.0,801.0,False,False
626f4193eab4,,true_baseline,allowed,2,22.5,False,,10.0,90.0,1.0,75.0,402,227,175.0,250.0,False,False
626f4193eab4,,true_baseline,allowed,3,22.5,False,,10.0,0.0,0.0,75.0,314,146,168.0,196.0,False,False
626f4193eab4,,true_baseline,allowed,4,22.5,False,,10.0,90.0,1.0,75.0,186,100,86.0,415.0,False,False
626f4193eab4,,true_baseline,allowed,5,22.5,False,,10.0,90.0,0.0,75.0,204,93,111.0,133.0,False,False
626f4193eab4,,true_baseline,allowed,6,22.5,False,,10.0,90.0,1.0,75.0,658,446,212.0,270.0,False,False
626f4193eab4,,true_baseline,allowed,7,22.5,False,,10.0,0.0,1.0,100.0,1917,1587,330.0,148.0,False,False
626f4193eab4,,true_baseline,allowed,8,22.5,False,,10.0,80.0,0.0,75.0,3041,2190,851.0,1746.0,False,False
626f4193eab4,,true_baseline,allowed,9,22.5,False,,10.0,80.0,1.0,100.0,3734,2683,1051.0,299.0,False,False
626f4193eab4,,true_baseline,allowed,10,22.5,True,3.0,10.0,0.0,0.0,,3773,2083,1690.0,381.0,False,False
9787b7e571a8,0.0,true_baseline,not_allowed,1,22.5,False,,10.0,,0.0,75.0,598,598,,,False,False
